province_territory,category_1,category_2,category_3,total_flag,year,value
Ontario,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,240
Ontario,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,210
Ontario,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,950
Ontario,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2020,0
Ontario,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
Ontario,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Ontario,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2020,0
Ontario,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2020,0
Ontario,Agreements,Canada-International,,True,2020,8365
Ontario,Agreements,Canada - Provincial/Territorial,,False,2020,1555
Ontario,Agreements,Other Agreements,,False,2020,0
Ontario,Agreements,Provincial/Territorial - International,,False,2020,5
Ontario,Agreements,,,True,2020,9925
Ontario,Canadian Interests,Significant benefit,,False,2020,21960
Ontario,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,4440
Ontario,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,185
Ontario,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,2205
Ontario,Canadian Interests,Reciprocal Employment,,True,2020,6835
Ontario,Canadian Interests,"Research, educational or training programs",,False,2020,70
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,24005
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,9265
Ontario,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,130760
Ontario,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,3070
Ontario,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Ontario,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
Ontario,Canadian Interests,Competitiveness and public policy,,True,2020,167100
Ontario,Canadian Interests,Charitable or religious work,,False,2020,1140
Ontario,Canadian Interests,,,True,2020,197105
Ontario,Other IMP Participants,,,False,2020,55
Ontario,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,155
Ontario,Vulnerable workers,,,True,2020,155
Ontario,,,,True,2020,207240
Manitoba,Agreements,Canada-International,Non-Trade,False,2020,15
Manitoba,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,225
Manitoba,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,10
Manitoba,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,0
Manitoba,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,2
Manitoba,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,0
Manitoba,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,45
Manitoba,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,2
Manitoba,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Manitoba,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
Manitoba,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2020,0
Manitoba,Agreements,Canada-International,,True,2020,295
Manitoba,Agreements,Canada - Provincial/Territorial,,False,2020,2380
Manitoba,Agreements,Other Agreements,,False,2020,0
Manitoba,Agreements,Provincial/Territorial - International,,False,2020,10
Manitoba,Agreements,,,True,2020,2685
Manitoba,Canadian Interests,Significant benefit,,False,2020,1425
Manitoba,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,185
Manitoba,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,15
Manitoba,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,100
Manitoba,Canadian Interests,Reciprocal Employment,,True,2020,295
Manitoba,Canadian Interests,"Research, educational or training programs",,False,2020,10
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,1215
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,1035
Manitoba,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,7195
Manitoba,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,90
Manitoba,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Manitoba,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
Manitoba,Canadian Interests,Competitiveness and public policy,,True,2020,9530
Manitoba,Canadian Interests,Charitable or religious work,,False,2020,100
Manitoba,Canadian Interests,,,True,2020,11360
Manitoba,Other IMP Participants,,,False,2020,5
Manitoba,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,45
Manitoba,Vulnerable workers,,,True,2020,45
Manitoba,,,,True,2020,14100
Saskatchewan,Agreements,Canada-International,Non-Trade,False,2020,5
Saskatchewan,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,170
Saskatchewan,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,15
Saskatchewan,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,0
Saskatchewan,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,2
Saskatchewan,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,15
Saskatchewan,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,70
Saskatchewan,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,0
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2020,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Saskatchewan,Agreements,Canada-International,,True,2020,275
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2020,2070
Saskatchewan,Agreements,Other Agreements,,False,2020,0
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2020,20
Saskatchewan,Agreements,,,True,2020,2365
Saskatchewan,Canadian Interests,Significant benefit,,False,2020,735
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,130
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,10
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,25
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2020,165
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2020,2
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,1130
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,475
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,3010
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,95
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2020,4705
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2020,70
Saskatchewan,Canadian Interests,,,True,2020,5680
Saskatchewan,Other IMP Participants,,,False,2020,5
Saskatchewan,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,5
Saskatchewan,Vulnerable workers,,,True,2020,5
Saskatchewan,,,,True,2020,8060
Alberta,Agreements,Canada-International,Non-Trade,False,2020,75
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,1500
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,100
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,2
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,5
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2020,2
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,55
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,35
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,265
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2020,0
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2020,0
Alberta,Agreements,Canada-International,,True,2020,2045
Alberta,Agreements,Canada - Provincial/Territorial,,False,2020,805
Alberta,Agreements,Other Agreements,,False,2020,0
Alberta,Agreements,Provincial/Territorial - International,,False,2020,2
Alberta,Agreements,,,True,2020,2850
Alberta,Canadian Interests,Significant benefit,,False,2020,4120
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,2185
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,125
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,410
Alberta,Canadian Interests,Reciprocal Employment,,True,2020,2720
Alberta,Canadian Interests,"Research, educational or training programs",,False,2020,10
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,5090
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,1720
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,11030
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,605
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
Alberta,Canadian Interests,Competitiveness and public policy,,True,2020,18445
Alberta,Canadian Interests,Charitable or religious work,,False,2020,260
Alberta,Canadian Interests,,,True,2020,25555
Alberta,Other IMP Participants,,,False,2020,10
Alberta,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,115
Alberta,Vulnerable workers,,,True,2020,115
Alberta,,,,True,2020,28525
British Columbia,Agreements,Canada-International,Non-Trade,False,2020,160
British Columbia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,2080
British Columbia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,240
British Columbia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,5
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,10
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2020,5
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,70
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,170
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,555
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2020,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2020,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2020,0
British Columbia,Agreements,Canada-International,,True,2020,3290
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2020,2925
British Columbia,Agreements,Other Agreements,,False,2020,0
British Columbia,Agreements,Provincial/Territorial - International,,False,2020,30
British Columbia,Agreements,,,True,2020,6245
British Columbia,Canadian Interests,Significant benefit,,False,2020,7615
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,9330
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,90
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,1035
British Columbia,Canadian Interests,Reciprocal Employment,,True,2020,10455
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2020,20
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,11550
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,5845
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,37330
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,810
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2020,55535
British Columbia,Canadian Interests,Charitable or religious work,,False,2020,595
British Columbia,Canadian Interests,,,True,2020,74225
British Columbia,Other IMP Participants,,,False,2020,35
British Columbia,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,85
British Columbia,Vulnerable workers,,,True,2020,85
British Columbia,,,,True,2020,80595
Yukon,Agreements,Canada-International,Non-Trade,False,2020,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,10
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,0
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,2
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,2
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,0
Yukon,Agreements,Canada-International,,True,2020,15
Yukon,Agreements,Canada - Provincial/Territorial,,False,2020,310
Yukon,Agreements,Other Agreements,,False,2020,0
Yukon,Agreements,Provincial/Territorial - International,,False,2020,2
Yukon,Agreements,,,True,2020,330
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2020,10
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2020,2
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2020,25
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2020,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2020,15
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2020,2
Yukon,Canadian Interests,Significant benefit,,True,2020,55
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,65
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,2
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,0
Yukon,Canadian Interests,Reciprocal Employment,,True,2020,65
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,40
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,5
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,135
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2020,185
Yukon,Canadian Interests,Charitable or religious work,,False,2020,0
Yukon,Canadian Interests,,,True,2020,310
Yukon,Other IMP Participants,,,False,2020,0
Yukon,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,2
Yukon,Vulnerable workers,,,True,2020,2
Yukon,,,,True,2020,640
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2020,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,25
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,0
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,0
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,2
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Northwest Territories,Agreements,Canada-International,,True,2020,25
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2020,25
Northwest Territories,Agreements,Other Agreements,,False,2020,0
Northwest Territories,Agreements,,,True,2020,50
Northwest Territories,Canadian Interests,Significant benefit,,False,2020,75
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,15
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,2
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2020,15
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,35
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,2
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,95
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2020,130
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2020,2
Northwest Territories,Canadian Interests,,,True,2020,225
Northwest Territories,Other IMP Participants,,,False,2020,2
Northwest Territories,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,0
Northwest Territories,Vulnerable workers,,,True,2020,0
Northwest Territories,,,,True,2020,275
Nunavut,Agreements,Canada-International,Non-Trade,False,2020,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,5
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,0
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,2
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Nunavut,Agreements,Canada-International,,True,2020,5
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2020,0
Nunavut,Agreements,Other Agreements,,False,2020,0
Nunavut,Agreements,,,True,2020,5
Nunavut,Canadian Interests,Significant benefit,Intra-company transfers,False,2020,10
Nunavut,Canadian Interests,Significant benefit,Emergency repairs,False,2020,2
Nunavut,Canadian Interests,Significant benefit,Significant benefit - general,False,2020,2
Nunavut,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2020,0
Nunavut,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2020,2
Nunavut,Canadian Interests,Significant benefit,,True,2020,20
Nunavut,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,5
Nunavut,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,2
Nunavut,Canadian Interests,Reciprocal Employment,,True,2020,5
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,2
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,2
Nunavut,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,15
Nunavut,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,0
Nunavut,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Nunavut,Canadian Interests,Competitiveness and public policy,,True,2020,20
Nunavut,Canadian Interests,Charitable or religious work,,False,2020,2
Nunavut,Canadian Interests,,,True,2020,45
Nunavut,Other IMP Participants,,,False,2020,0
Nunavut,Vulnerable workers,Vulnerable workers (subcategory),,False,2020,0
Nunavut,Vulnerable workers,,,True,2020,0
Nunavut,,,,True,2020,55
Province / Territory not stated,Not stated,,,False,2020,25450
Total,,,,True,2020,457830
Newfoundland and Labrador,Agreements,Canada-International,Non-Trade,False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,45
Newfoundland and Labrador,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,2
Newfoundland and Labrador,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,2
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,2
Newfoundland and Labrador,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,80
Newfoundland and Labrador,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,,True,2021,135
Newfoundland and Labrador,Agreements,Canada - Provincial/Territorial,,False,2021,345
Newfoundland and Labrador,Agreements,Other Agreements,,False,2021,0
Newfoundland and Labrador,Agreements,Provincial/Territorial - International,,False,2021,2
Newfoundland and Labrador,Agreements,,,True,2021,480
Newfoundland and Labrador,Canadian Interests,Significant benefit,,False,2021,210
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,15
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,5
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,30
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,,True,2021,50
Newfoundland and Labrador,Canadian Interests,"Research, educational or training programs",,False,2021,2
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,220
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,285
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,975
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,30
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,,True,2021,1505
Newfoundland and Labrador,Canadian Interests,Charitable or religious work,,False,2021,2
Newfoundland and Labrador,Canadian Interests,,,True,2021,1775
Newfoundland and Labrador,Other IMP Participants,,,False,2021,75
Newfoundland and Labrador,Vulnerable workers,Vulnerable workers (subcategory),,False,2021,2
Newfoundland and Labrador,Vulnerable workers,,,True,2021,2
Newfoundland and Labrador,,,,True,2021,2330
Prince Edward Island,Agreements,Canada-International,Non-Trade,False,2021,0
Prince Edward Island,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,10
Prince Edward Island,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,0
Prince Edward Island,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
Prince Edward Island,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,0
Prince Edward Island,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,10
Prince Edward Island,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,0
Prince Edward Island,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Prince Edward Island,Agreements,Canada-International,,True,2021,20
Prince Edward Island,Agreements,Canada - Provincial/Territorial,,False,2021,490
Prince Edward Island,Agreements,Other Agreements,,False,2021,0
Prince Edward Island,Agreements,Provincial/Territorial - International,,False,2021,2
Prince Edward Island,Agreements,,,True,2021,515
Prince Edward Island,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2021,155
Prince Edward Island,Canadian Interests,Significant benefit,Intra-company transfers,False,2021,2
Prince Edward Island,Canadian Interests,Significant benefit,Emergency repairs,False,2021,0
Prince Edward Island,Canadian Interests,Significant benefit,Significant benefit - general,False,2021,20
Prince Edward Island,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2021,0
Prince Edward Island,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2021,35
Prince Edward Island,Canadian Interests,Significant benefit,,True,2021,215
Prince Edward Island,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,15
Prince Edward Island,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,2
Prince Edward Island,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,2
Prince Edward Island,Canadian Interests,Reciprocal Employment,,True,2021,15
Prince Edward Island,Canadian Interests,"Research, educational or training programs",,False,2021,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,340
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,125
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,1130
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,5
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,,True,2021,1600
Prince Edward Island,Canadian Interests,Charitable or religious work,,False,2021,345
Prince Edward Island,Canadian Interests,,,True,2021,2175
Prince Edward Island,Other IMP Participants,,,False,2021,215
Prince Edward Island,Vulnerable workers,Vulnerable workers (subcategory),,False,2021,10
Prince Edward Island,Vulnerable workers,,,True,2021,10
Prince Edward Island,,,,True,2021,2915
Nova Scotia,Agreements,Canada-International,Non-Trade,False,2021,10
Nova Scotia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,70
Nova Scotia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,20
Nova Scotia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,2
Nova Scotia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,2
Nova Scotia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,5
Nova Scotia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,95
Nova Scotia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,0
Nova Scotia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,0
Nova Scotia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Nova Scotia,Agreements,Canada-International,,True,2021,205
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2021,885
Nova Scotia,Agreements,Other Agreements,,False,2021,0
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2021,0
Nova Scotia,Agreements,,,True,2021,1090
Nova Scotia,Canadian Interests,Significant benefit,,False,2021,420
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,75
