province_territory,category_1,category_2,category_3,total_flag,year,value
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,10
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2020,5
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,70
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,170
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,555
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2020,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2020,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2020,0
British Columbia,Agreements,Canada-International,,True,2020,"3,290"
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2020,"2,925"
British Columbia,Agreements,Other Agreements,,False,2020,0
British Columbia,Agreements,Provincial/Territorial - International,,False,2020,30
British Columbia,Agreements,,,True,2020,"6,245"
British Columbia,Canadian Interests,Significant benefit,,False,2020,"7,615"
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,"9,330"
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,90
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,"1,035"
British Columbia,Canadian Interests,Reciprocal Employment,,True,2020,"10,455"
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2020,20
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,"11,550"
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,"5,845"
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,"37,330"
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,810
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2020,"55,535"
British Columbia,Canadian Interests,Charitable or religious work,,False,2020,595
British Columbia,Canadian Interests,,,True,2020,"74,225"
British Columbia,Other IMP Participants,,,False,2020,35
British Columbia,Vulnerable workers,Vulnerable workers,,False,2020,85
British Columbia,Vulnerable workers,,,True,2020,85
British Columbia,,,,True,2020,"80,595"
Yukon,Agreements,Canada-International,Non-Trade,False,2020,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,10
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,0
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2020,
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2020,0
Yukon,Agreements,Canada-International,,True,2020,15
Yukon,Agreements,Canada - Provincial/Territorial,,False,2020,310
Yukon,Agreements,Other Agreements,,False,2020,0
Yukon,Agreements,Provincial/Territorial - International,,False,2020,
Yukon,Agreements,,,True,2020,330
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2020,10
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2020,
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2020,25
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2020,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2020,15
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2020,
Yukon,Canadian Interests,Significant benefit,,True,2020,55
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,65
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2020,
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,0
Yukon,Canadian Interests,Reciprocal Employment,,True,2020,65
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,40
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,5
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,135
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2020,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2020,185
Yukon,Canadian Interests,Charitable or religious work,,False,2020,0
Yukon,Canadian Interests,,,True,2020,310
Yukon,Other IMP Participants,,,False,2020,0
Yukon,Vulnerable workers,Vulnerable workers,,False,2020,
Yukon,Vulnerable workers,,,True,2020,
Yukon,,,,True,2020,640
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2020,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,25
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,0
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2020,0
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2020,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2020,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Northwest Territories,Agreements,Canada-International,,True,2020,25
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2020,25
Northwest Territories,Agreements,Other Agreements,,False,2020,0
Northwest Territories,Agreements,,,True,2020,50
Northwest Territories,Canadian Interests,Significant benefit,,False,2020,75
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,15
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2020,15
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,35
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,95
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2020,130
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2020,
Northwest Territories,Canadian Interests,,,True,2020,225
Northwest Territories,Other IMP Participants,,,False,2020,
Northwest Territories,Vulnerable workers,Vulnerable workers,,False,2020,0
Northwest Territories,Vulnerable workers,,,True,2020,0
Northwest Territories,,,,True,2020,275
Nunavut,Agreements,Canada-International,Non-Trade,False,2020,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2020,5
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2020,0
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2020,
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2020,0
Nunavut,Agreements,Canada-International,,True,2020,5
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2020,0
Nunavut,Agreements,Other Agreements,,False,2020,0
Nunavut,Agreements,,,True,2020,5
Nunavut,Canadian Interests,Significant benefit,Intra-company transfers,False,2020,10
Nunavut,Canadian Interests,Significant benefit,Emergency repairs,False,2020,
Nunavut,Canadian Interests,Significant benefit,Significant benefit - general,False,2020,
Nunavut,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2020,0
Nunavut,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2020,
Nunavut,Canadian Interests,Significant benefit,,True,2020,20
Nunavut,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2020,5
Nunavut,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2020,
Nunavut,Canadian Interests,Reciprocal Employment,,True,2020,5
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2020,
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2020,
Nunavut,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2020,15
Nunavut,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2020,0
Nunavut,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2020,0
Nunavut,Canadian Interests,Competitiveness and public policy,,True,2020,20
Nunavut,Canadian Interests,Charitable or religious work,,False,2020,
Nunavut,Canadian Interests,,,True,2020,45
Nunavut,Other IMP Participants,,,False,2020,0
Nunavut,Vulnerable workers,Vulnerable workers,,False,2020,0
Nunavut,Vulnerable workers,,,True,2020,0
Nunavut,,,,True,2020,55
Province / Territory not stated,Not stated,,,False,2020,"25,450"
Total,,,,True,2020,"457,830"
Newfoundland and Labrador,Agreements,Canada-International,Non-Trade,False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,45
Newfoundland and Labrador,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,
Newfoundland and Labrador,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,
Newfoundland and Labrador,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,80
Newfoundland and Labrador,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,0
Newfoundland and Labrador,Agreements,Canada-International,,True,2021,135
Newfoundland and Labrador,Agreements,Canada - Provincial/Territorial,,False,2021,345
Newfoundland and Labrador,Agreements,Other Agreements,,False,2021,0
Newfoundland and Labrador,Agreements,Provincial/Territorial - International,,False,2021,
Newfoundland and Labrador,Agreements,,,True,2021,480
Newfoundland and Labrador,Canadian Interests,Significant benefit,,False,2021,210
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,15
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,5
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,30
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,,True,2021,50
Newfoundland and Labrador,Canadian Interests,"Research, educational or training programs",,False,2021,
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,220
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,285
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,975
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,30
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,,True,2021,"1,505"
Newfoundland and Labrador,Canadian Interests,Charitable or religious work,,False,2021,
Newfoundland and Labrador,Canadian Interests,,,True,2021,"1,775"
Newfoundland and Labrador,Other IMP Participants,,,False,2021,75
Newfoundland and Labrador,Vulnerable workers,Vulnerable workers,,False,2021,
Newfoundland and Labrador,Vulnerable workers,,,True,2021,
Newfoundland and Labrador,,,,True,2021,"2,330"
Prince Edward Island,Agreements,Canada-International,Non-Trade,False,2021,0
Prince Edward Island,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,10
Prince Edward Island,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,0
Prince Edward Island,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
Prince Edward Island,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,0
Prince Edward Island,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,10
Prince Edward Island,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,0
Prince Edward Island,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Prince Edward Island,Agreements,Canada-International,,True,2021,20
Prince Edward Island,Agreements,Canada - Provincial/Territorial,,False,2021,490
Prince Edward Island,Agreements,Other Agreements,,False,2021,0
Prince Edward Island,Agreements,Provincial/Territorial - International,,False,2021,
Prince Edward Island,Agreements,,,True,2021,515
Prince Edward Island,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2021,155
Prince Edward Island,Canadian Interests,Significant benefit,Intra-company transfers,False,2021,
Prince Edward Island,Canadian Interests,Significant benefit,Emergency repairs,False,2021,0
Prince Edward Island,Canadian Interests,Significant benefit,Significant benefit - general,False,2021,20
Prince Edward Island,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2021,0
Prince Edward Island,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2021,35
Prince Edward Island,Canadian Interests,Significant benefit,,True,2021,215
Prince Edward Island,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,15
Prince Edward Island,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,
Prince Edward Island,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,
Prince Edward Island,Canadian Interests,Reciprocal Employment,,True,2021,15
Prince Edward Island,Canadian Interests,"Research, educational or training programs",,False,2021,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,340
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,125
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"1,130"
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,5
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,,True,2021,"1,600"
Prince Edward Island,Canadian Interests,Charitable or religious work,,False,2021,345
Prince Edward Island,Canadian Interests,,,True,2021,"2,175"
Prince Edward Island,Other IMP Participants,,,False,2021,215
Prince Edward Island,Vulnerable workers,Vulnerable workers,,False,2021,10
Prince Edward Island,Vulnerable workers,,,True,2021,10
Prince Edward Island,,,,True,2021,"2,915"
Nova Scotia,Agreements,Canada-International,Non-Trade,False,2021,10
Nova Scotia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,70
Nova Scotia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,20
Nova Scotia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,
Nova Scotia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,
Nova Scotia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,5
Nova Scotia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,95
Nova Scotia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,0
Nova Scotia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,0
Nova Scotia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Nova Scotia,Agreements,Canada-International,,True,2021,205
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2021,885
Nova Scotia,Agreements,Other Agreements,,False,2021,0
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2021,0
Nova Scotia,Agreements,,,True,2021,"1,090"
Nova Scotia,Canadian Interests,Significant benefit,,False,2021,420
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,75
Nova Scotia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,20
Nova Scotia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,30
Nova Scotia,Canadian Interests,Reciprocal Employment,,True,2021,125
Nova Scotia,Canadian Interests,"Research, educational or training programs",,False,2021,15
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"1,060"
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,595
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"5,970"
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,185
Nova Scotia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,,True,2021,"7,805"
Nova Scotia,Canadian Interests,Charitable or religious work,,False,2021,75
Nova Scotia,Canadian Interests,,,True,2021,"8,445"
Nova Scotia,Other IMP Participants,,,False,2021,445
Nova Scotia,Vulnerable workers,Vulnerable workers,,False,2021,15
Nova Scotia,Vulnerable workers,,,True,2021,15
Nova Scotia,,,,True,2021,"9,990"
New Brunswick,Agreements,Canada-International,Non-Trade,False,2021,15
New Brunswick,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,40
New Brunswick,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,5
New Brunswick,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
New Brunswick,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,
New Brunswick,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,
New Brunswick,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,50
New Brunswick,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,
New Brunswick,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
New Brunswick,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
New Brunswick,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2021,0
New Brunswick,Agreements,Canada-International,,True,2021,115
New Brunswick,Agreements,Canada - Provincial/Territorial,,False,2021,750
New Brunswick,Agreements,Other Agreements,,False,2021,0
New Brunswick,Agreements,Provincial/Territorial - International,,False,2021,0
New Brunswick,Agreements,,,True,2021,860
New Brunswick,Canadian Interests,Significant benefit,,False,2021,245
New Brunswick,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,65
New Brunswick,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,5
New Brunswick,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,20
New Brunswick,Canadian Interests,Reciprocal Employment,,True,2021,95
New Brunswick,Canadian Interests,"Research, educational or training programs",,False,2021,
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,595
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,550
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"2,425"
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,35
New Brunswick,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
New Brunswick,Canadian Interests,Competitiveness and public policy,,True,2021,"3,605"
New Brunswick,Canadian Interests,Charitable or religious work,,False,2021,30
New Brunswick,Canadian Interests,,,True,2021,"3,975"
New Brunswick,Other IMP Participants,,,False,2021,290
New Brunswick,Vulnerable workers,Vulnerable workers,,False,2021,15
New Brunswick,Vulnerable workers,,,True,2021,15
New Brunswick,,,,True,2021,"5,145"
Quebec,Agreements,Canada-International,Non-Trade,False,2021,225
Quebec,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,750
Quebec,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,235
Quebec,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,
Quebec,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,35
Quebec,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,155
Quebec,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,5
Quebec,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,80
Quebec,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,"1,145"
Quebec,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Quebec,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Quebec,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2021,0
Quebec,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2021,0
Quebec,Agreements,Canada-International,,True,2021,"2,630"
Quebec,Agreements,Canada - Provincial/Territorial,,False,2021,5
Quebec,Agreements,Other Agreements,,False,2021,0
Quebec,Agreements,Provincial/Territorial - International,,False,2021,
Quebec,Agreements,,,True,2021,"2,635"
Quebec,Canadian Interests,Significant benefit,,False,2021,"14,395"
Quebec,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,"7,045"
Quebec,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,75
Quebec,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,"1,165"
Quebec,Canadian Interests,Reciprocal Employment,,True,2021,"8,280"
Quebec,Canadian Interests,"Research, educational or training programs",,False,2021,50
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"11,655"
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,"4,820"
Quebec,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"26,800"
Quebec,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,"2,080"
Quebec,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Quebec,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Quebec,Canadian Interests,Competitiveness and public policy,,True,2021,"45,355"
Quebec,Canadian Interests,Charitable or religious work,,False,2021,545
Quebec,Canadian Interests,,,True,2021,"68,620"
Quebec,Other IMP Participants,,,False,2021,"2,505"
Quebec,Vulnerable workers,Vulnerable workers,,False,2021,120
Quebec,Vulnerable workers,,,True,2021,120
Quebec,,,,True,2021,"73,880"
Ontario,Agreements,Canada-International,Non-Trade,False,2021,280
Ontario,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,"2,495"
Ontario,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,380
Ontario,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,5
Ontario,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,25
Ontario,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,10
Ontario,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,165
Ontario,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,315
Ontario,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,"3,080"
Ontario,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2021,
Ontario,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Ontario,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Ontario,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2021,0
Ontario,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2021,0
Ontario,Agreements,Canada-International,,True,2021,"6,750"
Ontario,Agreements,Canada - Provincial/Territorial,,False,2021,995
Ontario,Agreements,Other Agreements,,False,2021,0
Ontario,Agreements,Provincial/Territorial - International,,False,2021,
Ontario,Agreements,,,True,2021,"7,745"
Ontario,Canadian Interests,Significant benefit,,False,2021,"16,585"
Ontario,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,"2,530"
Ontario,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,160
Ontario,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,"2,415"
Ontario,Canadian Interests,Reciprocal Employment,,True,2021,"5,105"
Ontario,Canadian Interests,"Research, educational or training programs",,False,2021,35
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"20,505"
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,"9,750"
Ontario,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"123,615"
Ontario,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,"3,215"
Ontario,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Ontario,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Ontario,Canadian Interests,Competitiveness and public policy,,True,2021,"157,085"
Ontario,Canadian Interests,Charitable or religious work,,False,2021,"1,090"
Ontario,Canadian Interests,,,True,2021,"179,900"
Ontario,Other IMP Participants,,,False,2021,"7,260"
Ontario,Vulnerable workers,Vulnerable workers,,False,2021,220
Ontario,Vulnerable workers,,,True,2021,220
Ontario,,,,True,2021,"195,130"
Manitoba,Agreements,Canada-International,Non-Trade,False,2021,15
Manitoba,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,80
Manitoba,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,10
Manitoba,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
Manitoba,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,
Manitoba,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,0
Manitoba,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,145
Manitoba,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,0
Manitoba,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Manitoba,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Manitoba,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2021,0
Manitoba,Agreements,Canada-International,,True,2021,255
Manitoba,Agreements,Canada - Provincial/Territorial,,False,2021,"1,550"
Manitoba,Agreements,Other Agreements,,False,2021,0
