province_territory,study_level,total_flag,year_month,year,month,value
Yukon,Post Secondary,False,2022-12,2022,12,15
Yukon,Other Studies,False,2022-12,2022,12,0
Yukon,Education level not stated,False,2022-12,2022,12,0
Yukon,,True,2022-12,2022,12,35
Northwest Territories,Secondary or less,False,2022-12,2022,12,5
Northwest Territories,Post Secondary,False,2022-12,2022,12,2
Northwest Territories,Other Studies,False,2022-12,2022,12,0
Northwest Territories,,True,2022-12,2022,12,5
Nunavut,Secondary or less,False,2022-12,2022,12,0
Nunavut,Post Secondary,False,2022-12,2022,12,0
Nunavut,Other Studies,False,2022-12,2022,12,0
Nunavut,,True,2022-12,2022,12,0
Province/territory not stated Total,,False,2022-12,2022,12,220
Total,,True,2022-12,2022,12,95485
Newfoundland and Labrador,Secondary or less,False,2023-01,2023,1,70
Newfoundland and Labrador,Post Secondary,False,2023-01,2023,1,245
Newfoundland and Labrador,Other Studies,False,2023-01,2023,1,2
Newfoundland and Labrador,Education level not stated,False,2023-01,2023,1,0
Newfoundland and Labrador,,True,2023-01,2023,1,315
Prince Edward Island,Secondary or less,False,2023-01,2023,1,40
Prince Edward Island,Post Secondary,False,2023-01,2023,1,110
Prince Edward Island,Other Studies,False,2023-01,2023,1,20
Prince Edward Island,Education level not stated,False,2023-01,2023,1,0
Prince Edward Island,,True,2023-01,2023,1,170
Nova Scotia,Secondary or less,False,2023-01,2023,1,255
Nova Scotia,Post Secondary,False,2023-01,2023,1,920
Nova Scotia,Other Studies,False,2023-01,2023,1,55
Nova Scotia,Education level not stated,False,2023-01,2023,1,0
Nova Scotia,,True,2023-01,2023,1,1230
New Brunswick,Secondary or less,False,2023-01,2023,1,150
New Brunswick,Post Secondary,False,2023-01,2023,1,490
New Brunswick,Other Studies,False,2023-01,2023,1,10
New Brunswick,Education level not stated,False,2023-01,2023,1,0
New Brunswick,,True,2023-01,2023,1,650
Quebec,Secondary or less,False,2023-01,2023,1,575
Quebec,Post Secondary,False,2023-01,2023,1,5140
Quebec,Other Studies,False,2023-01,2023,1,755
Quebec,Education level not stated,False,2023-01,2023,1,2
Quebec,,True,2023-01,2023,1,6470
Ontario,Secondary or less,False,2023-01,2023,1,3420
Ontario,Post Secondary,False,2023-01,2023,1,15100
Ontario,Other Studies,False,2023-01,2023,1,1385
Ontario,Education level not stated,False,2023-01,2023,1,2
Ontario,,True,2023-01,2023,1,19910
Manitoba,Secondary or less,False,2023-01,2023,1,335
Manitoba,Post Secondary,False,2023-01,2023,1,935
Manitoba,Other Studies,False,2023-01,2023,1,75
Manitoba,Education level not stated,False,2023-01,2023,1,0
Manitoba,,True,2023-01,2023,1,1350
Saskatchewan,Secondary or less,False,2023-01,2023,1,170
Saskatchewan,Post Secondary,False,2023-01,2023,1,335
Saskatchewan,Other Studies,False,2023-01,2023,1,15
Saskatchewan,Education level not stated,False,2023-01,2023,1,2
Saskatchewan,,True,2023-01,2023,1,520
Alberta,Secondary or less,False,2023-01,2023,1,725
Alberta,Post Secondary,False,2023-01,2023,1,1350
Alberta,Other Studies,False,2023-01,2023,1,100
Alberta,Education level not stated,False,2023-01,2023,1,2
Alberta,,True,2023-01,2023,1,2180
British Columbia,Secondary or less,False,2023-01,2023,1,2050
British Columbia,Post Secondary,False,2023-01,2023,1,5190
British Columbia,Other Studies,False,2023-01,2023,1,535
British Columbia,Education level not stated,False,2023-01,2023,1,2
British Columbia,,True,2023-01,2023,1,7775
Yukon,Secondary or less,False,2023-01,2023,1,10
Yukon,Post Secondary,False,2023-01,2023,1,5
Yukon,Other Studies,False,2023-01,2023,1,2
Yukon,Education level not stated,False,2023-01,2023,1,0
Yukon,,True,2023-01,2023,1,15
Northwest Territories,Secondary or less,False,2023-01,2023,1,2
Northwest Territories,Post Secondary,False,2023-01,2023,1,2
Northwest Territories,Other Studies,False,2023-01,2023,1,0
Northwest Territories,,True,2023-01,2023,1,2
Nunavut,Secondary or less,False,2023-01,2023,1,0
Nunavut,Post Secondary,False,2023-01,2023,1,2
Nunavut,Other Studies,False,2023-01,2023,1,0
Nunavut,,True,2023-01,2023,1,2
Province/territory not stated Total,,False,2023-01,2023,1,275
Total,,True,2023-01,2023,1,40855
Newfoundland and Labrador,Secondary or less,False,2023-02,2023,2,40
Newfoundland and Labrador,Post Secondary,False,2023-02,2023,2,95
Newfoundland and Labrador,Other Studies,False,2023-02,2023,2,2
Newfoundland and Labrador,Education level not stated,False,2023-02,2023,2,0
Newfoundland and Labrador,,True,2023-02,2023,2,140
Prince Edward Island,Secondary or less,False,2023-02,2023,2,40
Prince Edward Island,Post Secondary,False,2023-02,2023,2,40
Prince Edward Island,Other Studies,False,2023-02,2023,2,35
Prince Edward Island,Education level not stated,False,2023-02,2023,2,0
Prince Edward Island,,True,2023-02,2023,2,120
Nova Scotia,Secondary or less,False,2023-02,2023,2,135
Nova Scotia,Post Secondary,False,2023-02,2023,2,245
Nova Scotia,Other Studies,False,2023-02,2023,2,70
Nova Scotia,Education level not stated,False,2023-02,2023,2,2
Nova Scotia,,True,2023-02,2023,2,455
New Brunswick,Secondary or less,False,2023-02,2023,2,150
New Brunswick,Post Secondary,False,2023-02,2023,2,150
New Brunswick,Other Studies,False,2023-02,2023,2,25
New Brunswick,Education level not stated,False,2023-02,2023,2,0
New Brunswick,,True,2023-02,2023,2,325
Quebec,Secondary or less,False,2023-02,2023,2,550
Quebec,Post Secondary,False,2023-02,2023,2,1975
Quebec,Other Studies,False,2023-02,2023,2,430
Quebec,Education level not stated,False,2023-02,2023,2,0
Quebec,,True,2023-02,2023,2,2955
Ontario,Secondary or less,False,2023-02,2023,2,2565
Ontario,Post Secondary,False,2023-02,2023,2,6825
Ontario,Other Studies,False,2023-02,2023,2,755
Ontario,Education level not stated,False,2023-02,2023,2,10
Ontario,,True,2023-02,2023,2,10150
Manitoba,Secondary or less,False,2023-02,2023,2,390
Manitoba,Post Secondary,False,2023-02,2023,2,540
Manitoba,Other Studies,False,2023-02,2023,2,35
Manitoba,Education level not stated,False,2023-02,2023,2,2
Manitoba,,True,2023-02,2023,2,965
Saskatchewan,Secondary or less,False,2023-02,2023,2,215
Saskatchewan,Post Secondary,False,2023-02,2023,2,320
Saskatchewan,Other Studies,False,2023-02,2023,2,45
Saskatchewan,Education level not stated,False,2023-02,2023,2,2
Saskatchewan,,True,2023-02,2023,2,585
Alberta,Secondary or less,False,2023-02,2023,2,555
Alberta,Post Secondary,False,2023-02,2023,2,765
Alberta,Other Studies,False,2023-02,2023,2,80
Alberta,Education level not stated,False,2023-02,2023,2,0
Alberta,,True,2023-02,2023,2,1405
British Columbia,Secondary or less,False,2023-02,2023,2,1385
British Columbia,Post Secondary,False,2023-02,2023,2,2940
British Columbia,Other Studies,False,2023-02,2023,2,400
British Columbia,Education level not stated,False,2023-02,2023,2,2
British Columbia,,True,2023-02,2023,2,4730
Yukon,Secondary or less,False,2023-02,2023,2,2
Yukon,Post Secondary,False,2023-02,2023,2,2
Yukon,Other Studies,False,2023-02,2023,2,0
Yukon,Education level not stated,False,2023-02,2023,2,0
Yukon,,True,2023-02,2023,2,5
Northwest Territories,Secondary or less,False,2023-02,2023,2,2
Northwest Territories,Post Secondary,False,2023-02,2023,2,2
Northwest Territories,Other Studies,False,2023-02,2023,2,0
Northwest Territories,,True,2023-02,2023,2,5
Nunavut,Secondary or less,False,2023-02,2023,2,0
Nunavut,Post Secondary,False,2023-02,2023,2,2
Nunavut,Other Studies,False,2023-02,2023,2,0
Nunavut,,True,2023-02,2023,2,2
Province/territory not stated Total,,False,2023-02,2023,2,275
Total,,True,2023-02,2023,2,22105
Newfoundland and Labrador,Secondary or less,False,2023-03,2023,3,50
Newfoundland and Labrador,Post Secondary,False,2023-03,2023,3,120
Newfoundland and Labrador,Other Studies,False,2023-03,2023,3,2
Newfoundland and Labrador,Education level not stated,False,2023-03,2023,3,0
Newfoundland and Labrador,,True,2023-03,2023,3,170
Prince Edward Island,Secondary or less,False,2023-03,2023,3,30
Prince Edward Island,Post Secondary,False,2023-03,2023,3,55
Prince Edward Island,Other Studies,False,2023-03,2023,3,25
Prince Edward Island,Education level not stated,False,2023-03,2023,3,0
Prince Edward Island,,True,2023-03,2023,3,110
Nova Scotia,Secondary or less,False,2023-03,2023,3,170
Nova Scotia,Post Secondary,False,2023-03,2023,3,400
Nova Scotia,Other Studies,False,2023-03,2023,3,50
Nova Scotia,Education level not stated,False,2023-03,2023,3,2
Nova Scotia,,True,2023-03,2023,3,620
New Brunswick,Secondary or less,False,2023-03,2023,3,185
New Brunswick,Post Secondary,False,2023-03,2023,3,215
New Brunswick,Other Studies,False,2023-03,2023,3,2
New Brunswick,Education level not stated,False,2023-03,2023,3,0
New Brunswick,,True,2023-03,2023,3,405
Quebec,Secondary or less,False,2023-03,2023,3,590
Quebec,Post Secondary,False,2023-03,2023,3,2270
Quebec,Other Studies,False,2023-03,2023,3,565
Quebec,Education level not stated,False,2023-03,2023,3,0
Quebec,,True,2023-03,2023,3,3425
Ontario,Secondary or less,False,2023-03,2023,3,2580
Ontario,Post Secondary,False,2023-03,2023,3,8300
Ontario,Other Studies,False,2023-03,2023,3,775
Ontario,Education level not stated,False,2023-03,2023,3,2
Ontario,,True,2023-03,2023,3,11660
Manitoba,Secondary or less,False,2023-03,2023,3,405
Manitoba,Post Secondary,False,2023-03,2023,3,625
Manitoba,Other Studies,False,2023-03,2023,3,45
Manitoba,Education level not stated,False,2023-03,2023,3,0
Manitoba,,True,2023-03,2023,3,1080
Saskatchewan,Secondary or less,False,2023-03,2023,3,225
Saskatchewan,Post Secondary,False,2023-03,2023,3,325
Saskatchewan,Other Studies,False,2023-03,2023,3,30
Saskatchewan,Education level not stated,False,2023-03,2023,3,0
Saskatchewan,,True,2023-03,2023,3,580
Alberta,Secondary or less,False,2023-03,2023,3,735
Alberta,Post Secondary,False,2023-03,2023,3,900
Alberta,Other Studies,False,2023-03,2023,3,90
Alberta,Education level not stated,False,2023-03,2023,3,2
Alberta,,True,2023-03,2023,3,1725
British Columbia,Secondary or less,False,2023-03,2023,3,1455
British Columbia,Post Secondary,False,2023-03,2023,3,5530
British Columbia,Other Studies,False,2023-03,2023,3,510
British Columbia,Education level not stated,False,2023-03,2023,3,2
British Columbia,,True,2023-03,2023,3,7500
Yukon,Secondary or less,False,2023-03,2023,3,15
Yukon,Post Secondary,False,2023-03,2023,3,5
Yukon,Other Studies,False,2023-03,2023,3,0
Yukon,Education level not stated,False,2023-03,2023,3,0
Yukon,,True,2023-03,2023,3,20
Northwest Territories,Secondary or less,False,2023-03,2023,3,0
Northwest Territories,Post Secondary,False,2023-03,2023,3,2
Northwest Territories,Other Studies,False,2023-03,2023,3,0
Northwest Territories,,True,2023-03,2023,3,2
Nunavut,Secondary or less,False,2023-03,2023,3,0
Nunavut,Post Secondary,False,2023-03,2023,3,0
Nunavut,Other Studies,False,2023-03,2023,3,0
Nunavut,,True,2023-03,2023,3,0
Province/territory not stated Total,,False,2023-03,2023,3,455
Total,,True,2023-03,2023,3,27750
Newfoundland and Labrador,Secondary or less,False,2023-04,2023,4,35
Newfoundland and Labrador,Post Secondary,False,2023-04,2023,4,160
Newfoundland and Labrador,Other Studies,False,2023-04,2023,4,2
Newfoundland and Labrador,Education level not stated,False,2023-04,2023,4,0
Newfoundland and Labrador,,True,2023-04,2023,4,200
Prince Edward Island,Secondary or less,False,2023-04,2023,4,40
Prince Edward Island,Post Secondary,False,2023-04,2023,4,40
Prince Edward Island,Other Studies,False,2023-04,2023,4,25
Prince Edward Island,Education level not stated,False,2023-04,2023,4,0
Prince Edward Island,,True,2023-04,2023,4,105
Nova Scotia,Secondary or less,False,2023-04,2023,4,205
Nova Scotia,Post Secondary,False,2023-04,2023,4,1945
Nova Scotia,Other Studies,False,2023-04,2023,4,110
Nova Scotia,Education level not stated,False,2023-04,2023,4,0
Nova Scotia,,True,2023-04,2023,4,2260
New Brunswick,Secondary or less,False,2023-04,2023,4,130
New Brunswick,Post Secondary,False,2023-04,2023,4,350
New Brunswick,Other Studies,False,2023-04,2023,4,10
New Brunswick,Education level not stated,False,2023-04,2023,4,2
New Brunswick,,True,2023-04,2023,4,495
Quebec,Secondary or less,False,2023-04,2023,4,530
Quebec,Post Secondary,False,2023-04,2023,4,2665
Quebec,Other Studies,False,2023-04,2023,4,465
Quebec,Education level not stated,False,2023-04,2023,4,2
Quebec,,True,2023-04,2023,4,3660
Ontario,Secondary or less,False,2023-04,2023,4,2880
Ontario,Post Secondary,False,2023-04,2023,4,42595
Ontario,Other Studies,False,2023-04,2023,4,3735
Ontario,Education level not stated,False,2023-04,2023,4,5
Ontario,,True,2023-04,2023,4,49215
Manitoba,Secondary or less,False,2023-04,2023,4,260
Manitoba,Post Secondary,False,2023-04,2023,4,1570
Manitoba,Other Studies,False,2023-04,2023,4,135
Manitoba,Education level not stated,False,2023-04,2023,4,0
Manitoba,,True,2023-04,2023,4,1965
Saskatchewan,Secondary or less,False,2023-04,2023,4,170
Saskatchewan,Post Secondary,False,2023-04,2023,4,780
Saskatchewan,Other Studies,False,2023-04,2023,4,15
Saskatchewan,Education level not stated,False,2023-04,2023,4,0
Saskatchewan,,True,2023-04,2023,4,965
Alberta,Secondary or less,False,2023-04,2023,4,715
Alberta,Post Secondary,False,2023-04,2023,4,1875
Alberta,Other Studies,False,2023-04,2023,4,145
Alberta,Education level not stated,False,2023-04,2023,4,5
Alberta,,True,2023-04,2023,4,2740
British Columbia,Secondary or less,False,2023-04,2023,4,1495
British Columbia,Post Secondary,False,2023-04,2023,4,10600
British Columbia,Other Studies,False,2023-04,2023,4,1220
British Columbia,Education level not stated,False,2023-04,2023,4,2
British Columbia,,True,2023-04,2023,4,13320
Yukon,Secondary or less,False,2023-04,2023,4,10
Yukon,Post Secondary,False,2023-04,2023,4,15
Yukon,Other Studies,False,2023-04,2023,4,2
Yukon,Education level not stated,False,2023-04,2023,4,0
Yukon,,True,2023-04,2023,4,25
Northwest Territories,Secondary or less,False,2023-04,2023,4,0
Northwest Territories,Post Secondary,False,2023-04,2023,4,0
Northwest Territories,Other Studies,False,2023-04,2023,4,0
Northwest Territories,,True,2023-04,2023,4,0
Nunavut,Secondary or less,False,2023-04,2023,4,0
Nunavut,Post Secondary,False,2023-04,2023,4,0
Nunavut,Other Studies,False,2023-04,2023,4,0
Nunavut,,True,2023-04,2023,4,0
Province/territory not stated Total,,False,2023-04,2023,4,255
Total,,True,2023-04,2023,4,75200
Newfoundland and Labrador,Secondary or less,False,2023-05,2023,5,45
Newfoundland and Labrador,Post Secondary,False,2023-05,2023,5,195
Newfoundland and Labrador,Other Studies,False,2023-05,2023,5,2
Newfoundland and Labrador,Education level not stated,False,2023-05,2023,5,0
Newfoundland and Labrador,,True,2023-05,2023,5,245
Prince Edward Island,Secondary or less,False,2023-05,2023,5,40
Prince Edward Island,Post Secondary,False,2023-05,2023,5,70
Prince Edward Island,Other Studies,False,2023-05,2023,5,30
Prince Edward Island,Education level not stated,False,2023-05,2023,5,0
Prince Edward Island,,True,2023-05,2023,5,140
Nova Scotia,Secondary or less,False,2023-05,2023,5,180
Nova Scotia,Post Secondary,False,2023-05,2023,5,485
Nova Scotia,Other Studies,False,2023-05,2023,5,40
Nova Scotia,Education level not stated,False,2023-05,2023,5,0
Nova Scotia,,True,2023-05,2023,5,705
New Brunswick,Secondary or less,False,2023-05,2023,5,155
New Brunswick,Post Secondary,False,2023-05,2023,5,180
New Brunswick,Other Studies,False,2023-05,2023,5,10
New Brunswick,Education level not stated,False,2023-05,2023,5,0
New Brunswick,,True,2023-05,2023,5,345
Quebec,Secondary or less,False,2023-05,2023,5,555
Quebec,Post Secondary,False,2023-05,2023,5,2255
Quebec,Other Studies,False,2023-05,2023,5,385
Quebec,Education level not stated,False,2023-05,2023,5,0
Quebec,,True,2023-05,2023,5,3195
Ontario,Secondary or less,False,2023-05,2023,5,2610
Ontario,Post Secondary,False,2023-05,2023,5,14775
Ontario,Other Studies,False,2023-05,2023,5,1445
Ontario,Education level not stated,False,2023-05,2023,5,5
Ontario,,True,2023-05,2023,5,18835
Manitoba,Secondary or less,False,2023-05,2023,5,210
Manitoba,Post Secondary,False,2023-05,2023,5,915
Manitoba,Other Studies,False,2023-05,2023,5,75
Manitoba,Education level not stated,False,2023-05,2023,5,0
Manitoba,,True,2023-05,2023,5,1200
Saskatchewan,Secondary or less,False,2023-05,2023,5,185
Saskatchewan,Post Secondary,False,2023-05,2023,5,410
Saskatchewan,Other Studies,False,2023-05,2023,5,5
Saskatchewan,Education level not stated,False,2023-05,2023,5,0
Saskatchewan,,True,2023-05,2023,5,605
Alberta,Secondary or less,False,2023-05,2023,5,690
Alberta,Post Secondary,False,2023-05,2023,5,1330
Alberta,Other Studies,False,2023-05,2023,5,90
Alberta,Education level not stated,False,2023-05,2023,5,2
Alberta,,True,2023-05,2023,5,2115
British Columbia,Secondary or less,False,2023-05,2023,5,1690
British Columbia,Post Secondary,False,2023-05,2023,5,4635
British Columbia,Other Studies,False,2023-05,2023,5,465
British Columbia,Education level not stated,False,2023-05,2023,5,2
British Columbia,,True,2023-05,2023,5,6790
Yukon,Secondary or less,False,2023-05,2023,5,5
Yukon,Post Secondary,False,2023-05,2023,5,2
Yukon,Other Studies,False,2023-05,2023,5,0
Yukon,Education level not stated,False,2023-05,2023,5,0
Yukon,,True,2023-05,2023,5,10
Northwest Territories,Secondary or less,False,2023-05,2023,5,2
Northwest Territories,Post Secondary,False,2023-05,2023,5,2
Northwest Territories,Other Studies,False,2023-05,2023,5,0
Northwest Territories,,True,2023-05,2023,5,5
Nunavut,Secondary or less,False,2023-05,2023,5,0
Nunavut,Post Secondary,False,2023-05,2023,5,0
Nunavut,Other Studies,False,2023-05,2023,5,0
Nunavut,,True,2023-05,2023,5,0
Province/territory not stated Total,,False,2023-05,2023,5,180
Total,,True,2023-05,2023,5,34355
Newfoundland and Labrador,Secondary or less,False,2023-06,2023,6,65
Newfoundland and Labrador,Post Secondary,False,2023-06,2023,6,175
Newfoundland and Labrador,Other Studies,False,2023-06,2023,6,2
Newfoundland and Labrador,Education level not stated,False,2023-06,2023,6,0
Newfoundland and Labrador,,True,2023-06,2023,6,240
Prince Edward Island,Secondary or less,False,2023-06,2023,6,60
Prince Edward Island,Post Secondary,False,2023-06,2023,6,110
Prince Edward Island,Other Studies,False,2023-06,2023,6,80
Prince Edward Island,Education level not stated,False,2023-06,2023,6,0
Prince Edward Island,,True,2023-06,2023,6,245
Nova Scotia,Secondary or less,False,2023-06,2023,6,330
Nova Scotia,Post Secondary,False,2023-06,2023,6,565
Nova Scotia,Other Studies,False,2023-06,2023,6,45
Nova Scotia,Education level not stated,False,2023-06,2023,6,2
Nova Scotia,,True,2023-06,2023,6,940
New Brunswick,Secondary or less,False,2023-06,2023,6,200
New Brunswick,Post Secondary,False,2023-06,2023,6,335
New Brunswick,Other Studies,False,2023-06,2023,6,10
New Brunswick,Education level not stated,False,2023-06,2023,6,2
New Brunswick,,True,2023-06,2023,6,545
Quebec,Secondary or less,False,2023-06,2023,6,935
Quebec,Post Secondary,False,2023-06,2023,6,3665
Quebec,Other Studies,False,2023-06,2023,6,610
Quebec,Education level not stated,False,2023-06,2023,6,0
Quebec,,True,2023-06,2023,6,5215
Ontario,Secondary or less,False,2023-06,2023,6,3850
Ontario,Post Secondary,False,2023-06,2023,6,11695
Ontario,Other Studies,False,2023-06,2023,6,940
Ontario,Education level not stated,False,2023-06,2023,6,5
Ontario,,True,2023-06,2023,6,16490
Manitoba,Secondary or less,False,2023-06,2023,6,385
Manitoba,Post Secondary,False,2023-06,2023,6,795
Manitoba,Other Studies,False,2023-06,2023,6,75
Manitoba,Education level not stated,False,2023-06,2023,6,0
Manitoba,,True,2023-06,2023,6,1255
Saskatchewan,Secondary or less,False,2023-06,2023,6,275
Saskatchewan,Post Secondary,False,2023-06,2023,6,395
Saskatchewan,Other Studies,False,2023-06,2023,6,10
Saskatchewan,Education level not stated,False,2023-06,2023,6,2
Saskatchewan,,True,2023-06,2023,6,685
Alberta,Secondary or less,False,2023-06,2023,6,1010
Alberta,Post Secondary,False,2023-06,2023,6,1285
Alberta,Other Studies,False,2023-06,2023,6,95
Alberta,Education level not stated,False,2023-06,2023,6,2
Alberta,,True,2023-06,2023,6,2390
British Columbia,Secondary or less,False,2023-06,2023,6,2490
British Columbia,Post Secondary,False,2023-06,2023,6,7625
British Columbia,Other Studies,False,2023-06,2023,6,445
British Columbia,Education level not stated,False,2023-06,2023,6,2
British Columbia,,True,2023-06,2023,6,10565
Yukon,Secondary or less,False,2023-06,2023,6,20
Yukon,Post Secondary,False,2023-06,2023,6,2
Yukon,Other Studies,False,2023-06,2023,6,0
Yukon,Education level not stated,False,2023-06,2023,6,0
Yukon,,True,2023-06,2023,6,20
Northwest Territories,Secondary or less,False,2023-06,2023,6,2
Northwest Territories,Post Secondary,False,2023-06,2023,6,2
Northwest Territories,Other Studies,False,2023-06,2023,6,0
Northwest Territories,,True,2023-06,2023,6,5
Nunavut,Secondary or less,False,2023-06,2023,6,0
Nunavut,Post Secondary,False,2023-06,2023,6,0
Nunavut,Other Studies,False,2023-06,2023,6,0
Nunavut,,True,2023-06,2023,6,0
Province/territory not stated Total,,False,2023-06,2023,6,215
Total,,True,2023-06,2023,6,38810
Newfoundland and Labrador,Secondary or less,False,2023-07,2023,7,40
Newfoundland and Labrador,Post Secondary,False,2023-07,2023,7,270
Newfoundland and Labrador,Other Studies,False,2023-07,2023,7,2
Newfoundland and Labrador,Education level not stated,False,2023-07,2023,7,0
Newfoundland and Labrador,,True,2023-07,2023,7,310
Prince Edward Island,Secondary or less,False,2023-07,2023,7,75
Prince Edward Island,Post Secondary,False,2023-07,2023,7,185
Prince Edward Island,Other Studies,False,2023-07,2023,7,75
Prince Edward Island,Education level not stated,False,2023-07,2023,7,0
Prince Edward Island,,True,2023-07,2023,7,340
Nova Scotia,Secondary or less,False,2023-07,2023,7,315
Nova Scotia,Post Secondary,False,2023-07,2023,7,755
Nova Scotia,Other Studies,False,2023-07,2023,7,45
Nova Scotia,Education level not stated,False,2023-07,2023,7,0
Nova Scotia,,True,2023-07,2023,7,1110
New Brunswick,Secondary or less,False,2023-07,2023,7,230
New Brunswick,Post Secondary,False,2023-07,2023,7,905
New Brunswick,Other Studies,False,2023-07,2023,7,15
New Brunswick,Education level not stated,False,2023-07,2023,7,0
New Brunswick,,True,2023-07,2023,7,1155
Quebec,Secondary or less,False,2023-07,2023,7,1270
Quebec,Post Secondary,False,2023-07,2023,7,7315
Quebec,Other Studies,False,2023-07,2023,7,990
Quebec,Education level not stated,False,2023-07,2023,7,2
Quebec,,True,2023-07,2023,7,9580
Ontario,Secondary or less,False,2023-07,2023,7,4860
Ontario,Post Secondary,False,2023-07,2023,7,18395
Ontario,Other Studies,False,2023-07,2023,7,1160
Ontario,Education level not stated,False,2023-07,2023,7,5
Ontario,,True,2023-07,2023,7,24415
Manitoba,Secondary or less,False,2023-07,2023,7,445
Manitoba,Post Secondary,False,2023-07,2023,7,1320
Manitoba,Other Studies,False,2023-07,2023,7,60
Manitoba,Education level not stated,False,2023-07,2023,7,0
Manitoba,,True,2023-07,2023,7,1825
Saskatchewan,Secondary or less,False,2023-07,2023,7,325
Saskatchewan,Post Secondary,False,2023-07,2023,7,815
Saskatchewan,Other Studies,False,2023-07,2023,7,35
Saskatchewan,Education level not stated,False,2023-07,2023,7,2
Saskatchewan,,True,2023-07,2023,7,1175
Alberta,Secondary or less,False,2023-07,2023,7,1440
Alberta,Post Secondary,False,2023-07,2023,7,2315
Alberta,Other Studies,False,2023-07,2023,7,125
Alberta,Education level not stated,False,2023-07,2023,7,2
Alberta,,True,2023-07,2023,7,3880
British Columbia,Secondary or less,False,2023-07,2023,7,2790
British Columbia,Post Secondary,False,2023-07,2023,7,5960
British Columbia,Other Studies,False,2023-07,2023,7,455
British Columbia,Education level not stated,False,2023-07,2023,7,2
British Columbia,,True,2023-07,2023,7,9205
Yukon,Secondary or less,False,2023-07,2023,7,10
Yukon,Post Secondary,False,2023-07,2023,7,10
Yukon,Other Studies,False,2023-07,2023,7,0
Yukon,Education level not stated,False,2023-07,2023,7,0
Yukon,,True,2023-07,2023,7,20
Northwest Territories,Secondary or less,False,2023-07,2023,7,10
Northwest Territories,Post Secondary,False,2023-07,2023,7,2
Northwest Territories,Other Studies,False,2023-07,2023,7,2
Northwest Territories,,True,2023-07,2023,7,10
Nunavut,Secondary or less,False,2023-07,2023,7,2
Nunavut,Post Secondary,False,2023-07,2023,7,0
Nunavut,Other Studies,False,2023-07,2023,7,0
Nunavut,,True,2023-07,2023,7,2
Province/territory not stated Total,,False,2023-07,2023,7,340
Total,,True,2023-07,2023,7,53370
Newfoundland and Labrador,Secondary or less,False,2023-08,2023,8,105
Newfoundland and Labrador,Post Secondary,False,2023-08,2023,8,830
Newfoundland and Labrador,Other Studies,False,2023-08,2023,8,5
Newfoundland and Labrador,Education level not stated,False,2023-08,2023,8,2
Newfoundland and Labrador,,True,2023-08,2023,8,940
Prince Edward Island,Secondary or less,False,2023-08,2023,8,130
Prince Edward Island,Post Secondary,False,2023-08,2023,8,610
Prince Edward Island,Other Studies,False,2023-08,2023,8,105
Prince Edward Island,Education level not stated,False,2023-08,2023,8,0
Prince Edward Island,,True,2023-08,2023,8,850
Nova Scotia,Secondary or less,False,2023-08,2023,8,600
Nova Scotia,Post Secondary,False,2023-08,2023,8,2885
Nova Scotia,Other Studies,False,2023-08,2023,8,145
Nova Scotia,Education level not stated,False,2023-08,2023,8,2
Nova Scotia,,True,2023-08,2023,8,3640
New Brunswick,Secondary or less,False,2023-08,2023,8,535
New Brunswick,Post Secondary,False,2023-08,2023,8,2475
New Brunswick,Other Studies,False,2023-08,2023,8,70
New Brunswick,Education level not stated,False,2023-08,2023,8,0
New Brunswick,,True,2023-08,2023,8,3080
Quebec,Secondary or less,False,2023-08,2023,8,1365
Quebec,Post Secondary,False,2023-08,2023,8,17730
Quebec,Other Studies,False,2023-08,2023,8,1370
Quebec,Education level not stated,False,2023-08,2023,8,5
Quebec,,True,2023-08,2023,8,20470
Ontario,Secondary or less,False,2023-08,2023,8,8885
Ontario,Post Secondary,False,2023-08,2023,8,85575
Ontario,Other Studies,False,2023-08,2023,8,5580
Ontario,Education level not stated,False,2023-08,2023,8,15
Ontario,,True,2023-08,2023,8,100045
Manitoba,Secondary or less,False,2023-08,2023,8,640
Manitoba,Post Secondary,False,2023-08,2023,8,3140
Manitoba,Other Studies,False,2023-08,2023,8,240
Manitoba,Education level not stated,False,2023-08,2023,8,2
Manitoba,,True,2023-08,2023,8,4025
Saskatchewan,Secondary or less,False,2023-08,2023,8,360
Saskatchewan,Post Secondary,False,2023-08,2023,8,2590
Saskatchewan,Other Studies,False,2023-08,2023,8,125
Saskatchewan,Education level not stated,False,2023-08,2023,8,5
Saskatchewan,,True,2023-08,2023,8,3080
Alberta,Secondary or less,False,2023-08,2023,8,2410
Alberta,Post Secondary,False,2023-08,2023,8,9140
Alberta,Other Studies,False,2023-08,2023,8,335
Alberta,Education level not stated,False,2023-08,2023,8,2
Alberta,,True,2023-08,2023,8,11880
British Columbia,Secondary or less,False,2023-08,2023,8,7335
British Columbia,Post Secondary,False,2023-08,2023,8,18840
British Columbia,Other Studies,False,2023-08,2023,8,1365
British Columbia,Education level not stated,False,2023-08,2023,8,2
British Columbia,,True,2023-08,2023,8,27535
Yukon,Secondary or less,False,2023-08,2023,8,15
Yukon,Post Secondary,False,2023-08,2023,8,35
Yukon,Other Studies,False,2023-08,2023,8,0
Yukon,Education level not stated,False,2023-08,2023,8,0
Yukon,,True,2023-08,2023,8,50
Northwest Territories,Secondary or less,False,2023-08,2023,8,2
Northwest Territories,Post Secondary,False,2023-08,2023,8,2
